"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,1.6,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,5.2,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,4,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,11.9,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,6.7,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,9.8,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,6.4,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,4.7,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,2.5,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,3.5,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,0.7,,
"MEX","Mexico","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,3.2,,
"MEX","Mexico","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,2.9,,
"NLD","Netherlands","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,7.9,,
"NLD","Netherlands","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,3.1,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,9.4,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,6.3,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,6.7,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,5.8,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,8.1,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,4.8,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,5.2,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,3.5,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,5.2,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,2.8,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,6.8,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,4.8,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,10.4,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,6.7,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,6.3,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,2.5,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,13.2,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,8.4,,
"BRA","Brazil","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.4,,
"BRA","Brazil","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,5.5,,
"BRA","Brazil","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.6,,
"BRA","Brazil","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,4.8,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,2.7,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,1.5,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,14.6,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,8.6,,
"ISR","Israel","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,13.2,,
"ISR","Israel","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,7.7,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,10,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,8.6,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,11.5,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,7,,
"RUS","Russia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,10.5,,
"RUS","Russia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,7.9,,
"RUS","Russia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.8,,
"RUS","Russia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,6.1,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,8.1,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,6.6,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,10.2,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,10.6,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.8,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,6.3,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,8,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,7.9,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.7,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.7,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,4.8,,
"AUT","Austria","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,6.2,,
"AUT","Austria","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,3.2,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,9.9,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,5.8,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,6.5,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,2.7,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,3.4,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,1.4,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,4.6,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,2.3,,
"FRA","France","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,9.2,,
"FRA","France","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,5,,
"DEU","Germany","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,6.1,,
"DEU","Germany","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,2.9,,
"GRC","Greece","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,3,,
"GRC","Greece","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,1.8,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,5.1,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,4,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,13.5,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,6.7,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,10.1,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,6.6,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,4.7,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,2.5,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,3.4,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,0.7,,
"KOR","Korea","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,1.8,,
"KOR","Korea","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,0.3,,
"MEX","Mexico","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,3.3,,
"MEX","Mexico","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,3.1,,
"NLD","Netherlands","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,7.4,,
"NLD","Netherlands","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,3.1,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,10.1,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,7,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,6.7,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,5.8,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,8,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,4.4,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,5.4,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,3.2,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,5.2,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,2.8,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,7,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,4.9,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,11.3,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,6.7,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,6.2,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,2.4,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,13.4,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,8.6,,
"USA","United States","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,11.7,,
"USA","United States","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,12,,
"USA","United States","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,12,,
"USA","United States","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,11.9,,
"USA","United States","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,8.5,,
"USA","United States","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.9,,
"USA","United States","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,9,,
"USA","United States","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,9.2,,
"BRA","Brazil","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,5.2,,
"BRA","Brazil","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,4.5,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,2.7,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,1.4,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,14.5,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,9.7,,
"ISR","Israel","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,12.3,,
"ISR","Israel","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,7.3,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,11.1,,
"LVA","Latvia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,9.3,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,11.4,,
"LTU","Lithuania","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,6.9,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,8.1,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,6.8,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,10.9,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,6.5,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,7.8,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,4.7,,
