Series Name,Series Code,Country Name,Country Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Croatia,HRV,..,..,..,..,32.1,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Czech Republic,CZE,25,..,..,..,30.8,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Djibouti,DJI,..,..,..,..,22.3,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Dominica,DMA,..,41,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Dominican Republic,DOM,..,30,..,..,..,..,..,32.2,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,36.0711111111111,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,47.4538461538462,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,47.4538461538462,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,East Asia & Pacific (IDA & IBRD),TEA,..,..,..,..,..,..,..,..,47.4538461538462,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Ecuador,ECU,..,24.1,..,..,..,..,..,..,70.4,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,16.1,..,..,17.8,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,El Salvador,SLV,..,40.2,..,..,..,..,..,38.4,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Eritrea,ERI,4.2,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Estonia,EST,36.3,..,..,..,35.8,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,36,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Ethiopia,ETH,..,..,35.3,..,..,..,36.2,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,34.42,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,32.5033333333333,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,30.005,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Europe & Central Asia (IDA & IBRD),TEC,..,..,..,..,..,..,..,..,30.5727272727273,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,European Union,EUU,..,..,..,..,..,..,..,..,38.4166666666667,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Fiji,FJI,49.1,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,26.7739130434783,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Gabon,GAB,33.1,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,16.8
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Georgia,GEO,..,..,..,..,33.9,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Ghana,GHA,..,..,..,..,31.6,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Grenada,GRD,..,57.3,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Guatemala,GTM,..,44.2,..,..,..,..,..,..,31.5,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Guinea,GIN,..,..,..,..,..,..,..,9,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Guyana,GUY,..,58.3,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,30.3466666666667,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,High income,HIC,..,..,..,..,..,..,..,..,38.87,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Honduras,HND,..,43.3,..,..,..,..,..,54.7,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Hungary,HUN,42.4,..,..,..,47.1,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,37.1517857142857,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,34.8732142857143,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,42.1785714285714,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,29.4,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,32.5946428571429,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,India,IND,..,..,..,..,..,10.7,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Indonesia,IDN,42.8,..,..,..,..,..,22.1,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Iraq,IRQ,..,..,6.8,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Israel,ISR,..,..,..,..,27.3,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Jamaica,JAM,..,38.2,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Jordan,JOR,..,..,..,..,15.7,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Kazakhstan,KAZ,34.4,..,..,..,28.3,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Kenya,KEN,..,..,..,..,48.7,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Kosovo,XKX,10.9,..,..,..,11.1,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Kyrgyz Republic,KGZ,60.4,..,..,..,49.4,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Lao PDR,LAO,39.3,..,..,41.9,..,..,..,43.1,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,39.4542857142857,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,44.93,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,46.3238095238095,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Latin America & Caribbean (IDA & IBRD),TLA,..,..,..,..,..,..,..,..,44.5035714285714,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Latvia,LVA,46.3,..,..,..,36.3,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,29.3833333333333,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Lebanon,LBN,33.5,..,..,..,43.5,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Lesotho,LSO,18.4,..,..,..,..,..,..,39.1,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Liberia,LBR,53,..,..,..,..,..,..,..,37.4,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Lithuania,LTU,38.7,..,..,..,35.8,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,34.3519230769231,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Low income,LIC,..,..,..,..,..,..,..,..,25.992,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,35.7609756097561,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Madagascar,MDG,50,..,..,..,41.6,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Malawi,MWI,23.9,..,..,..,..,28.1,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Malaysia,MYS,..,..,..,..,..,..,25.4,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Mali,MLI,..,58.3,..,..,..,..,..,15.3,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Mauritania,MRT,..,..,..,..,..,15,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Mauritius,MUS,16.9,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Mexico,MEX,..,25.7,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,"Micronesia, Fed. Sts.",FSM,86.8,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,23.34,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,22.9,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Middle East & North Africa (IDA & IBRD),TMN,..,..,..,..,..,..,..,..,24.1875,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,36.9974683544304,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Moldova,MDA,53.1,..,..,..,47.3,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Mongolia,MNG,52,..,..,..,37.8,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Montenegro,MNE,26,..,..,..,23.9,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Morocco,MAR,..,..,..,..,31.3,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Myanmar,MMR,..,..,..,..,..,27.3,..,35.1,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Namibia,NAM,..,..,..,..,..,41,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Nepal,NPL,27.3,..,..,..,21.8,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Nicaragua,NIC,..,61.9,..,..,..,..,..,35.8,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Niger,NER,17.6,..,..,..,..,..,..,..,14.5,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Nigeria,NGA,..,..,..,..,..,16.2,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,North Macedonia,MKD,36.4,..,..,..,30,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,OECD members,OED,..,..,..,..,..,..,..,..,34.6846153846154,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,37.79,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,47.4,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Pakistan,PAK,..,..,..,..,11.8,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Panama,PAN,..,24.7,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,46.5,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Paraguay,PRY,..,51.6,..,..,..,..,..,..,66.2,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Peru,PER,..,28.7,..,..,..,..,..,..,56.6,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Philippines,PHL,69.4,..,..,..,..,..,69.2,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Poland,POL,47.9,..,..,..,40.4,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,36.575,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,27.4862068965517,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Romania,ROU,47.9,..,..,..,47,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Russian Federation,RUS,33.1,..,..,28.5,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Rwanda,RWA,..,..,42.7,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Samoa,WSM,79.8,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Senegal,SEN,..,..,..,..,..,22.9,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Serbia,SRB,28.8,..,..,..,29.8,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Sierra Leone,SLE,7.9,..,..,..,..,..,..,..,18.8,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Slovak Republic,SVK,29.6,..,..,..,29.7,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Slovenia,SVN,42.2,..,..,..,34.5,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Small states,SST,..,..,..,..,..,..,..,..,41.7875,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Solomon Islands,SLB,..,..,..,..,..,..,47.4,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,18.3714285714286,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,18.3714285714286,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,South Sudan,SSD,..,..,..,..,..,21.9,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Sri Lanka,LKA,..,..,26.1,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,St. Kitts and Nevis,KNA,..,57.8,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,St. Lucia,LCA,..,32.1,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,St. Vincent and the Grenadines,VCT,..,76,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,30.8264705882353,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,30.8264705882353,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,..,..,..,..,..,..,..,..,30.8264705882353,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Sudan,SDN,..,..,..,..,..,8.2,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Suriname,SUR,..,18.3,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Sweden,SWE,..,..,..,..,..,52.5,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Syrian Arab Republic,SYR,14.4,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Tajikistan,TJK,..,..,..,..,32.7,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Tanzania,TZA,..,..,..,..,24.7,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Thailand,THA,..,..,..,..,..,..,..,64.4,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Timor-Leste,TLS,42.9,..,..,..,..,..,64.4,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Togo,TGO,31.8,..,..,..,..,..,..,25.3,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Tonga,TON,65.3,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Trinidad and Tobago,TTO,..,45.1,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Tunisia,TUN,..,..,..,..,49.5,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Turkey,TUR,..,..,..,..,25.4,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Uganda,UGA,..,..,..,..,26.6,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Ukraine,UKR,..,..,..,..,31.5,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,38.3315789473684,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Uruguay,URY,..,23.1,..,..,..,..,..,..,37,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Uzbekistan,UZB,..,..,..,..,29.2,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Vanuatu,VUT,51.4,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,"Venezuela, RB",VEN,..,30.7,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Vietnam,VNM,59.2,..,..,..,..,..,51.1,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,West Bank and Gaza,PSE,..,..,..,..,12.6,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,World,WLD,..,..,..,..,..,..,..,..,35.0806451612903,..
